Logging in: /home/yf22/Transferred-Tickets-Wins/omp/runs/img-c100-resnet50-eps3-uns-p0.3-finetune
==> Preparing dataset cifar100..
Files already downloaded and verified
Files already downloaded and verified
=> loading checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt'
=> loaded checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt' (epoch 90)
[Replacing the last layer with 0 hidden layers and 1 classification layer that fits the cifar100 dataset.]
no weight for calculating sparsity
L1 Unstructured Pruning Start
L1 Unstructured Pruning Done!
* remain weight ratio =  69.9999982946003 %
remove pruning
=> loading checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt'
=> loaded checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt' (epoch 90)
[Replacing the last layer with 0 hidden layers and 1 classification layer that fits the cifar100 dataset.]
Dataset: cifar100 | Model: resnet50
Use SGD as the optimizer
/home/yf22/Transferred-Tickets-Wins/omp/my_robustness/train.py:25: UserWarning: Could not import amp.
  warnings.warn('Could not import amp.')

  0%|          | 0/782 [00:00<?, ?it/s]
Train Epoch:0 | Loss 4.6666 | NatPrec1 0.000 | NatPrec5 4.688 | Reg term: 0.0 ||:   0%|          | 0/782 [00:12<?, ?it/s]
Train Epoch:0 | Loss 4.6666 | NatPrec1 0.000 | NatPrec5 4.688 | Reg term: 0.0 ||:   0%|          | 0/782 [00:12<?, ?it/s]
Train Epoch:0 | Loss 4.6666 | NatPrec1 0.000 | NatPrec5 4.688 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:18, 12.16s/it]
Train Epoch:0 | Loss 4.6827 | NatPrec1 0.781 | NatPrec5 5.469 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:18, 12.16s/it]
Train Epoch:0 | Loss 4.6827 | NatPrec1 0.781 | NatPrec5 5.469 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:18, 12.16s/it]
Train Epoch:0 | Loss 4.6827 | NatPrec1 0.781 | NatPrec5 5.469 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:07:11,  5.17s/it]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.562 | NatPrec5 5.729 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:07:11,  5.17s/it]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.562 | NatPrec5 5.729 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:07:11,  5.17s/it]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.562 | NatPrec5 5.729 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:57,  2.92s/it]  
Train Epoch:0 | Loss 4.6621 | NatPrec1 1.172 | NatPrec5 4.688 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:57,  2.92s/it]
Train Epoch:0 | Loss 4.6621 | NatPrec1 1.172 | NatPrec5 4.688 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:57,  2.92s/it]
Train Epoch:0 | Loss 4.6621 | NatPrec1 1.172 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 4/782 [00:12<24:14,  1.87s/it]
Train Epoch:0 | Loss 4.6553 | NatPrec1 0.938 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 4/782 [00:13<24:14,  1.87s/it]
Train Epoch:0 | Loss 4.6553 | NatPrec1 0.938 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 4/782 [00:13<24:14,  1.87s/it]
Train Epoch:0 | Loss 4.6553 | NatPrec1 0.938 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:39,  1.29s/it]
Train Epoch:0 | Loss 4.6537 | NatPrec1 0.781 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:39,  1.29s/it]
Train Epoch:0 | Loss 4.6537 | NatPrec1 0.781 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:39,  1.29s/it]
Train Epoch:0 | Loss 4.6537 | NatPrec1 0.781 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:07,  1.07it/s]
Train Epoch:0 | Loss 4.6677 | NatPrec1 0.893 | NatPrec5 4.241 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:07,  1.07it/s]
Train Epoch:0 | Loss 4.6677 | NatPrec1 0.893 | NatPrec5 4.241 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:07,  1.07it/s]
Train Epoch:0 | Loss 4.6677 | NatPrec1 0.893 | NatPrec5 4.241 | Reg term: 0.0 ||:   1%|          | 7/782 [00:13<09:13,  1.40it/s]
Train Epoch:0 | Loss 4.6671 | NatPrec1 0.781 | NatPrec5 4.102 | Reg term: 0.0 ||:   1%|          | 7/782 [00:13<09:13,  1.40it/s]
Train Epoch:0 | Loss 4.6671 | NatPrec1 0.781 | NatPrec5 4.102 | Reg term: 0.0 ||:   1%|          | 7/782 [00:13<09:13,  1.40it/s]
Train Epoch:0 | Loss 4.6671 | NatPrec1 0.781 | NatPrec5 4.102 | Reg term: 0.0 ||:   1%|          | 8/782 [00:13<07:19,  1.76it/s]
Train Epoch:0 | Loss 4.6613 | NatPrec1 1.042 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 8/782 [00:14<07:19,  1.76it/s]
Train Epoch:0 | Loss 4.6613 | NatPrec1 1.042 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 8/782 [00:14<07:19,  1.76it/s]
Train Epoch:0 | Loss 4.6613 | NatPrec1 1.042 | NatPrec5 4.688 | Reg term: 0.0 ||:   1%|          | 9/782 [00:14<06:22,  2.02it/s]
Train Epoch:0 | Loss 4.6581 | NatPrec1 1.250 | NatPrec5 5.625 | Reg term: 0.0 ||:   1%|          | 9/782 [00:14<06:22,  2.02it/s]
Train Epoch:0 | Loss 4.6581 | NatPrec1 1.250 | NatPrec5 5.625 | Reg term: 0.0 ||:   1%|          | 9/782 [00:14<06:22,  2.02it/s]
Train Epoch:0 | Loss 4.6581 | NatPrec1 1.250 | NatPrec5 5.625 | Reg term: 0.0 ||:   1%|▏         | 10/782 [00:14<05:51,  2.20it/s]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.705 | NatPrec5 5.824 | Reg term: 0.0 ||:   1%|▏         | 10/782 [00:14<05:51,  2.20it/s]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.705 | NatPrec5 5.824 | Reg term: 0.0 ||:   1%|▏         | 10/782 [00:14<05:51,  2.20it/s]
Train Epoch:0 | Loss 4.6536 | NatPrec1 1.705 | NatPrec5 5.824 | Reg term: 0.0 ||:   1%|▏         | 11/782 [00:14<05:03,  2.54it/s]
Train Epoch:0 | Loss 4.6512 | NatPrec1 1.693 | NatPrec5 5.859 | Reg term: 0.0 ||:   1%|▏         | 11/782 [00:15<05:03,  2.54it/s]
Train Epoch:0 | Loss 4.6512 | NatPrec1 1.693 | NatPrec5 5.859 | Reg term: 0.0 ||:   1%|▏         | 11/782 [00:15<05:03,  2.54it/s]
Train Epoch:0 | Loss 4.6512 | NatPrec1 1.693 | NatPrec5 5.859 | Reg term: 0.0 ||:   2%|▏         | 12/782 [00:15<04:29,  2.85it/s]
Train Epoch:0 | Loss 4.6542 | NatPrec1 1.562 | NatPrec5 5.649 | Reg term: 0.0 ||:   2%|▏         | 12/782 [00:15<04:29,  2.85it/s]
Train Epoch:0 | Loss 4.6542 | NatPrec1 1.562 | NatPrec5 5.649 | Reg term: 0.0 ||:   2%|▏         | 12/782 [00:15<04:29,  2.85it/s]
Train Epoch:0 | Loss 4.6542 | NatPrec1 1.562 | NatPrec5 5.649 | Reg term: 0.0 ||:   2%|▏         | 13/782 [00:15<04:06,  3.12it/s]
Train Epoch:0 | Loss 4.6502 | NatPrec1 1.451 | NatPrec5 5.469 | Reg term: 0.0 ||:   2%|▏         | 13/782 [00:15<04:06,  3.12it/s]
Train Epoch:0 | Loss 4.6502 | NatPrec1 1.451 | NatPrec5 5.469 | Reg term: 0.0 ||:   2%|▏         | 13/782 [00:15<04:06,  3.12it/s]
Train Epoch:0 | Loss 4.6502 | NatPrec1 1.451 | NatPrec5 5.469 | Reg term: 0.0 ||:   2%|▏         | 14/782 [00:15<03:52,  3.30it/s]
Train Epoch:0 | Loss 4.6447 | NatPrec1 1.771 | NatPrec5 5.833 | Reg term: 0.0 ||:   2%|▏         | 14/782 [00:15<03:52,  3.30it/s]
Train Epoch:0 | Loss 4.6447 | NatPrec1 1.771 | NatPrec5 5.833 | Reg term: 0.0 ||:   2%|▏         | 14/782 [00:15<03:52,  3.30it/s]
Train Epoch:0 | Loss 4.6447 | NatPrec1 1.771 | NatPrec5 5.833 | Reg term: 0.0 ||:   2%|▏         | 15/782 [00:15<03:40,  3.48it/s]
Train Epoch:0 | Loss 4.6413 | NatPrec1 1.660 | NatPrec5 5.566 | Reg term: 0.0 ||:   2%|▏         | 15/782 [00:16<03:40,  3.48it/s]
Train Epoch:0 | Loss 4.6413 | NatPrec1 1.660 | NatPrec5 5.566 | Reg term: 0.0 ||:   2%|▏         | 15/782 [00:16<03:40,  3.48it/s]
Train Epoch:0 | Loss 4.6413 | NatPrec1 1.660 | NatPrec5 5.566 | Reg term: 0.0 ||:   2%|▏         | 16/782 [00:16<03:33,  3.59it/s]
